solver,total_cost, computation_cost, energy_cost, data_cost, penalty
ExactSolver,6542.708867078309,28.827102803738352,6513.606534916773,0.27522935779816515,0
GASolver,7125.403083512722,28.87383177570097,7096.529251737022,0.0,0
PSOSolver,24466.956432046463,29.609113904440363,24437.347318142023,0.0,0
GraphCentralityRankBasedHeuristic,6543.020555389998,28.827102803738352,6513.606534916773,0.5869176694864768,0
TopologicalSortingHeuristic,6761.168128619337,28.873831775700967,6732.202553724371,0.09174311926605505,0

